num,DataColeta,Perfil,DataPost,DiaDaSemana,Plays,Curtidas,Comentarios,Compart.,Texto,LinkFoto,LinkVideo,LinkPost,ID,Duracao,Duração Classificada,Retórica Aristotélica,Dispositivo Retórico,Tipo de conteúdo,Abordagem,Tonalidade,Main character,Texto / Hashtag
192,2022-10-02,lulaoficial,2022-08-15 00:00:00,segunda-feira,178600,16800,312,172,Obrigado Marcelo Serrado pelo apoio. Vamos juntos pelo futuro do Brasil 🇧🇷❤️ #equipeLula,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/84957d5538db4bed81d131369d33d838~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=93kIxxbztEzwB2r2pxlw%2FKd9hGI%3D,https://v16-webapp.tiktok.com/6fb1fcbe231eafd1c624a3737f316db2/6339a68e/video/tos/useast2a/tos-useast2a-pve-0068/3be60fe433fb4ae999e3ad37e36b805e/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2142&bt=1071&cs=0&ds=3&ft=z_piDPE82NvjVJJmxozfuhYQFAeLnRQjlMB.227~&mime_type=video_mp4&qs=0&rc=Nzk8NTM3OThoOGVlNGQ5N0BpMztrd2k6Zm47ZTMzNzczM0AwNmJfYTZiX18xL14wNmAtYSM0L24tcjQwNHFgLS1kMTZzcw%3D%3D&l=20221002085607010217135144138E71CB&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132157906039966982,7132157906039966982,7.86,Muito curto,Ethos,Endorsement,Campaign Act,Acclamation,Neutral,Self + supporters (celebridades ou políticos),Texto + Hashtag
193,2022-10-02,lulaoficial,2022-08-15 00:00:00,segunda-feira,96600,8319,227,176,Complete a frase: O Brasil da esperança é… 🇧🇷❤️✨ #vamosjuntospelobrasil #equipelula,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/348dd9b79b87477bb19d8b6e0a7c5aab~tplv-dmt-logom:tos-useast2a-v-0068/21b0f6db66bf44a2adb81e2b0752aa4d.image?x-expires=1664719200&x-signature=zboWmsoyYRbk%2F1wm7KVq6jRhJO8%3D,https://v16-webapp.tiktok.com/016f1a78d4e0e09ad0f3d67aa1a69c3e/6339a697/video/tos/useast2a/tos-useast2a-pve-0068/f24e4502e2ed4ff284215ed646ab0b8b/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3638&bt=1819&cs=0&ds=3&ft=ar5S8qGHmo0PDWtBjMaQ9kn1zObpkV1PC8&mime_type=video_mp4&qs=0&rc=aTRoPDw0OzU4ZWlpNTw6OkBpM2t4NzU6ZjRlZTMzNzczM0A1YGFgXjQzNTYxLTQ1MjFeYSNpNXBhcjRnL3FgLS1kMTZzcw%3D%3D&l=20221002085603010217119167268D5C5E&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132207668944440582,7132207668944440582,20.59,Muito curto,Nenhum,Opinion,Political-Purposeful,Acclamation,Positive,Voters,Texto + Hashtag
194,2022-10-02,bolsonaromessiasjair,2022-08-15 00:00:00,segunda-feira,135100,12700,429,431,#jair #bolsonaro #jairbolsonaro #presidente #brasil #deus #patria #familia #🇧🇷 #piperoni #jeito #juntos #piparote #futuro #os #brasil,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/3e20c1d4a8e54db494ae773f953e28a7~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=WRs4SIdFfkR0kwtiVs5lHDiNSFY%3D,https://v16-webapp.tiktok.com/003773d1811dc273978a32e3c58661f2/63399f0b/video/tos/useast2a/tos-useast2a-pve-0068/978b49a668fb4c24b735ed02f267b395/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C0%7C0&br=1576&bt=788&cs=0&ds=1&ft=ar5S8qGHmo0PD2k8jMaQ9BiJzObpkV1PCI&mime_type=video_mp4&qs=0&rc=aTtpZWk2OjdoOGhkO2Y7OkBpajg1cjc6ZjhlZTMzNzczM0A2YDY1YV8xNi0xXzMxYGFjYSMtai9kcjQwZnFgLS1kMTZzcw%3D%3D&l=202210020823420101920531302087E512&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7132216683162307845,7132216683162307845,29.23,Muito curto,Ethos,Endorsement,Campaign Act,Acclamation,Positive,Self alone,Hashtag
195,2022-10-02,lulaoficial,2022-08-16 00:00:00,terça-feira,2800000,209500,20100,36900,"Meus amigos e minhas amigas. Nossa campanha rumo à vitória começou! Dizem que basta um passo para não estarmos mais no mesmo lugar. Já caminhamos muito, e se chegamos até aqui foi porque não conseguiram tirar de nós a esperança. Agora é hora de irmos além. #BrasildaEsperança #vamosjuntospelobrasil #equipelula",https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/bcdcd0eb9871470b8266060a37780a18~tplv-dmt-logom:tos-useast2a-v-0068/f820c370182a4609b9f3f7205e23bca7.image?x-expires=1664719200&x-signature=2INaf7nlFY8YJGUwfSrVt4MSce8%3D,https://v16-webapp.tiktok.com/bca4e6f2efda89e969f6362078d6f03d/6339a6c0/video/tos/useast2a/tos-useast2a-ve-0068c003/c58bd7a64f8a4e359d6908469ca2374c/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1746&bt=873&cs=0&ds=3&ft=gKSYZ8b6o0PD1pGMVyg9wN3275LiaQ2D~1a&mime_type=video_mp4&qs=0&rc=ODo0OWllNjg0Nzo2ZDg5OUBpM203cDw6ZnVqZTMzNzczM0AuMl5eMDFhNS8xMzRfNi5hYSM2XmcycjQwbXFgLS1kMTZzcw%3D%3D&l=20221002085559010217119167118DD71C&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132308627553012998,7132308627553012998,64.9,Normal,Pathos,Personal Appeal,Campaign Act,Acclamation,Positive,Self alone,Texto + Hashtag
196,2022-10-02,bolsonaromessiasjair,2022-08-16 00:00:00,terça-feira,122200,7880,215,372,#educacao #brasil #fies #jair #bolsonaro #jairbolsonaro #22 #presidente #fies #verdade #compartilhe,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/c1e1423a20074729817b08385f49ae32~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=7GPifWVikAuWVclb8lVRebazYYY%3D,https://v16-webapp.tiktok.com/a3824fd45d9c4251cb16781fba859912/63399f22/video/tos/useast2a/tos-useast2a-ve-0068c004/1391f7ff21c04eb89b9d939ba01d3d17/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1780&bt=890&cs=0&ds=3&ft=gKSYZ8b6o0PD1daZVyg9wuRE75LiaQ2D~wK&mime_type=video_mp4&qs=0&rc=OjM2aWg5O2g8PGZmaTs0O0Bpamk6OzM6ZnV0ZTMzNzczM0AvLjQxY2JeNl4xL19iMV8uYSNxaWZhcjQwMXFgLS1kMTZzcw%3D%3D&l=202210020823390102170831610D8A8BDE&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7132473192811203845,7132473192811203845,55.35,Curto,Logos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Self alone,Hashtag
197,2022-10-02,lulaoficial,2022-08-16 00:00:00,terça-feira,100300,7615,302,516,O Futuro do Brasil está nas nossas mãos ❤️ 🇧🇷 #brasildaesperança #vamosjuntospelobrasil,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/82c5923854d848deac1f3fe36d08237c_1660659988~tplv-dmt-logom:tos-useast2a-v-0068/9fb5e52186474988950a7ae19e429a2a.image?x-expires=1664719200&x-signature=XKzE3ZTdce1RsKc2Yz2OCQbaDs4%3D,https://v16-webapp.tiktok.com/60ce5a0b982f5f627c49c345a5812be2/6339a6c3/video/tos/useast2a/tos-useast2a-pve-0068/ce68aa1237024cfdbf89e893310217c0/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2116&bt=1058&cs=0&ds=3&ft=ar5S8qGHmo0PDQtBjMaQ9mw1~ObpkV1PCD&mime_type=video_mp4&qs=0&rc=aGQ2OjozOzdlPDxpOjlmaUBpamx0ZTM6Znh0ZTMzNzczM0A0MDYuMl8wXl8xY2FiL15hYSNuajQycjQwZXFgLS1kMTZzcw%3D%3D&l=20221002085556010217094097078CAE49&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132480302617873669,7132480302617873669,72.12,Normal,Pathos,Personal Appeal,Campaign Act,Acclamation,Neutral,Self + voters,Texto + Hashtag
198,2022-10-02,lulaoficial,2022-08-16 00:00:00,terça-feira,143900,15400,540,308,A campanha começou! Vamos pra rua pra o Brasil voltar a ser feliz! #brasildaesperança #vamosjuntospelobrasil,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/76835a9e7921447e9834f97c9aa7fd70_1660665342~tplv-dmt-logom:tos-useast2a-v-0068/4d75ffa4d3f24f91b93b6100ca334b6f.image?x-expires=1664719200&x-signature=7FD3h7iyF1Z0IjpjgHo3t8QB2Io%3D,https://v16-webapp.tiktok.com/9c34940e80190970d7c5f59b7702e394/6339a683/video/tos/useast2a/tos-useast2a-ve-0068c004/21b2ee30a4884bc681cb7bc0fa77beba/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2810&bt=1405&cs=0&ds=2&ft=gKSYZ8b6o0PD1VGMVyg9wKCE75LiaQ2D~wS&mime_type=video_mp4&qs=0&rc=NmY8ZDllOjlnOjk1OTY4OEBpampwbzM6Znd1ZTMzNzczM0AyMzNjMDEuX18xYy8tXl4xYSNhaS0ucjRvb3FgLS1kMTZzcw%3D%3D&l=202210020855520102140290151793918D&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132503317246233862,7132503317246233862,11.47,Muito curto,Ethos,Call to Action,Campaign Act,Acclamation,Positive,Voters,Texto + Hashtag
199,2022-10-02,lulaoficial,2022-08-16 00:00:00,terça-feira,121500,9992,307,1320,Canta com a gente! 🇧🇷❤️🦑✨ imagens: Ricardo Stuckert #vamosjuntospelobrasil #brasildaesperança,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/8a400a2646674005ba9abb872e322101~tplv-dmt-logom:tos-useast2a-v-0068/98459723e7014fd7b30a7f5a0dc6346c.image?x-expires=1664719200&x-signature=ghOlno6i49q2RuprFQBxFN%2BthFc%3D,https://v16-webapp.tiktok.com/5663a346effa791df8474954c1125afd/6339a69d/video/tos/useast2a/tos-useast2a-ve-0068c004/96cf5ad6a77b425b99d1ac534557e6d5/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2602&bt=1301&cs=0&ds=2&ft=eXd.6HAzMyq8ZzcTDhe2NkOwyl7Gb&mime_type=video_mp4&qs=0&rc=aDk3NGlnO2ZnNzg1aDc3NkBpMzh5azw6Znh3ZTMzNzczM0AzYWFiLWMwNjMxLjQzYV41YSNzZF4ycjRfLXFgLS1kMTZzcw%3D%3D&l=2022100208554801021402902027995687&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132523699927813382,7132523699927813382,41,Curto,Ethos,Endorsement,Campaign Act,Acclamation,Positive,Voters,Texto + Hashtag
200,2022-10-02,bolsonaromessiasjair,2022-08-16 00:00:00,terça-feira,191700,19900,767,747,#jair #bolsonaro #mg #minas #gerais #minasgerais #juiz #de #fora #juizdefora #brasil #acima #de #tudo #deus #todos #obrigado #🇧🇷,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/ad83a0c4a095439e8f7a41a744177e61~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=eAxVgLWLjCUFJ4WyelTLIlQzIzw%3D,https://v16-webapp.tiktok.com/79db40fc4632f6899b47b875a5b88c94/63399f28/video/tos/useast2a/tos-useast2a-ve-0068c003/0dcb298e18254b20885f7d3bbeb8cb63/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2320&bt=1160&cs=0&ds=3&ft=gKSYZ8b6o0PD1EaZVyg9wuX2O5LiaQ2D~pT&mime_type=video_mp4&qs=0&rc=Nmc3NGlkOWRoaTdpOTUzOkBpM2lmdzo6Zjc2ZTMzNzczM0AtLzNjNjYtXzAxM2IwYS4xYSNpMmo1cjQwMXJgLS1kMTZzcw%3D%3D&l=20221002082335010189074101239227D9&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7132631064148757765,7132631064148757765,65.2,Normal,Pathos,Political Statement,Campaign Act,Acclamation,Positive,Self + voters,Hashtag
201,2022-10-02,lulaoficial,2022-08-17 00:00:00,quarta-feira,149000,13800,628,952,A gente quer um governo de solidariedade e amor ❤️🇧🇷 #brasildaesperança #vamosjuntospelobrasil,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/366ea0ff3c4c4ce2b0d40e09e8ac1b4a_1660736113~tplv-dmt-logom:tos-useast2a-v-0068/0c9bcfdc97414d8db74478718ecff8a0.image?x-expires=1664719200&x-signature=DtSFP6WDqRJafxE4mqxZbkc7Pcg%3D,https://v16-webapp.tiktok.com/bd4f3bff4dcf499dd01b60574161ca0f/6339a6a8/video/tos/useast2a/tos-useast2a-pve-0068/3d28f1a3bed844a698183a13d669379f/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=4224&bt=2112&cs=0&ds=3&ft=gKSYZ8b6o0PD1BGMVyg9w1XE75LiaQ2D~bK&mime_type=video_mp4&qs=0&rc=Omk0N2hlNDhpNztmOzxpM0BpajY3dmQ6Zm5nZTMzNzczM0AvMmIzMDRiNTIxLzEuMTVeYSMxYmpkcjRfMXJgLS1kMTZzcw%3D%3D&l=2022100208554401021402902027995465&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132807218776263942,7132807218776263942,56.63,Curto,Pathos,Opinion,Political-Purposeful,Attack,Negative,Self + voters,Texto + Hashtag
202,2022-10-02,bolsonaromessiasjair,2022-08-17 00:00:00,quarta-feira,323200,38700,841,476,#gamer #videogame #imposto #reducao #brasil #oportunidade #jair #bolsonaro #jairbolsonaro #video #game #brasil #historia #🇧🇷 #presidente,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/7d566302db254ae5a429b182a02e3a5e_1660745457~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=uylKKHia%2BHKtwHwzudbfhEkNpYA%3D,https://v16-webapp.tiktok.com/82180bb0c594ae052932bc6e694f6618/63399f0f/video/tos/useast2a/tos-useast2a-pve-0068/2f7bb262177041c3945358c2293a7ab1/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=280&bt=140&cs=0&ds=1&ft=gKSYZ8b6o0PD1OaZVyg9w1XE75LiaQ2D~bK&mime_type=video_mp4&qs=0&rc=Zmk1ZGdkMztmZTs0OTloNEBpM2o7eTU6ZmdpZTMzNzczM0BfMmFeLTE0Ni4xL2NhXmA2YSMwMDUzcjRnYHJgLS1kMTZzcw%3D%3D&l=20221002082332010190219205198EF1B9&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7132847399856393478,7132847399856393478,43.3,Curto,Ethos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Self alone,Hashtag
203,2022-10-02,lulaoficial,2022-08-17 00:00:00,quarta-feira,161200,13500,745,806,Esse país precisa de nós 🇧🇷❤️ #brasildaesperança #equipelula #VamosjuntospeloBrasil,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/8278e1cf15ec4255a8e88a563d225f3d_1660765395~tplv-dmt-logom:tos-useast2a-v-0068/1698a657e4bc4fdd8211b7fb3c269968.image?x-expires=1664719200&x-signature=b6bA8lRN73bTP96KXnYI2sbavug%3D,https://v16-webapp.tiktok.com/2e361ba3b202c46d0f4067c978452c50/6339a6a5/video/tos/useast2a/tos-useast2a-pve-0068/7080abf8fd114d7f98e38ffd4b998d03/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2212&bt=1106&cs=0&ds=3&ft=gKSYZ8b6o0PD1_GMVyg9wHG2O5LiaQ2D~sT&mime_type=video_mp4&qs=0&rc=NmlkMzw5PGVpPDk8ZTQ2ZUBpM3A1eGc6ZmRuZTMzNzczM0BeL14yXmNeNi0xYjA2M2JeYSNzay0ucjQwNnJgLS1kMTZzcw%3D%3D&l=2022100208554001022308301217874FAA&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132933035841850629,7132933035841850629,57.82,Curto,Pathos,Political Statement,Political-Purposeful,Attack,Negative,Self alone,Texto + Hashtag
204,2022-10-02,bolsonaromessiasjair,2022-08-18 00:00:00,quinta-feira,189200,13800,433,568,#brasil #🇧🇷 #jairbolsonaro #bolsonaro #para #onde #ia #o #dinheiro #no #passado #presidente #22 #compartilha,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/5d884016281645288b8b9549d0f00fce_1660824465~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=9Gn0dKxaMtwRDKox4%2FtTVdt8zKw%3D,https://v16-webapp.tiktok.com/3b7d1b1678c399ab0df8447eec52c997/63399f0b/video/tos/useast2a/tos-useast2a-ve-0068c001/6305baf8692c458f85d36f26aa91b1ef/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1420&bt=710&cs=0&ds=3&ft=gKSYZ8b6o0PD1FaZVyg9wqF2O5LiaQ2D~MT&mime_type=video_mp4&qs=0&rc=OTg8OzdlOzZnPDhkZDVpNkBpMzlrczY6ZjU1ZTMzNzczM0A2NTI2NTJiXzQxMV9gXy8uYSNwMm5rcjQwa3NgLS1kMTZzcw%3D%3D&l=20221002082329010191032039008BD7A4&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7133186727350488326,7133186727350488326,42.84,Curto,Ethos,Political Statement,Political-Purposeful,Acclamation,Neutral,Self alone,Hashtag
205,2022-10-02,lulaoficial,2022-08-18 00:00:00,quinta-feira,1200000,216400,5570,5817,Quem aqui vai ajudar a reconstruir o #BrasilDaEsperança ?#vamosjuntospeloBrasil #CapCut #fotorandom #trandtiktok,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/8cbe2699bfa94d9b907549b0fe5f4f67_1660832050~tplv-dmt-logom:tos-useast2a-v-0068/0e73e1d6e0ef4b18a86fb38de3f69065.image?x-expires=1664719200&x-signature=tdOzi%2FbkYjQrWK1cXvnfEQTGU5s%3D,https://v16-webapp.tiktok.com/07694d91afbba55222d3620f399e1e46/6339a66f/video/tos/useast2a/tos-useast2a-pve-0068/3e060521f75f4687a30f47db74c7e2b1/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2640&bt=1320&cs=0&ds=3&ft=gKSYZ8b6o0PD1~GMVyg9wsX2O5LiaQ2D~Ua&mime_type=video_mp4&qs=0&rc=OjZoZTxlNWk3OWg1ZzY1ZkBpajQ1ZTc6ZmQ3ZTMzNzczM0AuYmExMi00Xy8xLTFjMi1gYSNlamM1cjRfZnNgLS1kMTZzcw%3D%3D&l=2022100208553701021709522307877D29&btag=80000,https://www.tiktok.com/@lulaoficial/video/7133219317318946053,7133219317318946053,6.62,Muito curto,Nenhum,Endorsement,Trend,Acclamation,Neutral,Self alone,Texto + Hashtag
206,2022-10-02,lulaoficial,2022-08-18 00:00:00,quinta-feira,583200,47600,2761,2623,Vamos recuperar a democracia e o povo vai recuperar o prazer de ser feliz 🇧🇷❤️ #BrasildaEsperança #Lula #vamosjuntospelobrasil,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/d3fea5537d8b41e0834e790cf316afaa~tplv-dmt-logom:tos-useast2a-v-0068/30267c5cb7a74026ba0c389d8ccb5409.image?x-expires=1664719200&x-signature=pldhn2h6%2B4HPeR4GGK%2B6BoG4z9w%3D,https://v16-webapp.tiktok.com/e11957dedf09c6603fe9891b639a2170/6339a677/video/tos/useast2a/tos-useast2a-ve-0068c002/780aa4f3c9b14e1fb43bfb47bbb0e163/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2826&bt=1413&cs=0&ds=3&ft=gKSYZ8b6o0PD1uGMVyg9w6z275LiaQ2D~rS&mime_type=video_mp4&qs=0&rc=NzQ2M2k1ZmlpOzg7Zmk4M0BpM3VqcGk6ZnQ8ZTMzNzczM0BeMy5jYzJhXy0xM2MuLzEyYSM1NV9vcjQwcHNgLS1kMTZzcw%3D%3D&l=202210020855340102170231451E8D55A6&btag=80000,https://www.tiktok.com/@lulaoficial/video/7133313072281816325,7133313072281816325,17.65,Muito curto,Pathos,Political Statement,Campaign Act,Acclamation,Neutral,Self alone,Texto + Hashtag
207,2022-10-02,bolsonaromessiasjair,2022-08-18 00:00:00,quinta-feira,157100,7828,252,113,#ema #kkkk #alvorada #bicada #brasilia #df #distritofederal #distrito #federal #brasil #🇧🇷 #jair #bolsonaro #jairbolsonaro #ave #descontracao,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/61ec3c7f2b17419a9ac0329dd94e9631~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=yPvaRbFLvU%2B7fhWpwrgDlmmyCaI%3D,https://v16-webapp.tiktok.com/fcb64133893635bbfbc7aeb22e5b6731/63399ef2/video/tos/useast2a/tos-useast2a-ve-0068c004/b6300d68be3942c2ac0872fc4d30e89e/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1762&bt=881&cs=0&ds=3&ft=gKSYZ8b6o0PD1MxZVyg9wuRE75LiaQ2D~wK&mime_type=video_mp4&qs=0&rc=Zzg7Mzo6NmQ7ZTc6M2hpaEBpajV4aTY6ZmlnZTMzNzczM0A1NV9fYTY0Xl8xYDQtNWBiYSNoMnNqcjRfNnNgLS1kMTZzcw%3D%3D&l=20221002082325010189037022248CBE6E&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7133372760616750342,7133372760616750342,21.15,Muito curto,Nenhum,Humor,Personal,Acclamation,Neutral,Self alone,Hashtag
208,2022-10-02,bolsonaromessiasjair,2022-08-19 00:00:00,sexta-feira,311900,31500,1276,1682,"- Carne bovina; carne de frango; farinha de trigo; café; margarina; óleo de soja; macarrão; bolachas e biscoitos; produtos de padaria e pastelaria; açúcar e muitos outros já foram incluídos em reduções passadas, assim como medicamentos, combustíveis, energia e o gás de cozinha. #suplementos #alimentares #imposto #brasil #🇧🇷 #cada #vez #menos #impostos #estimulo #a #economia #saude #atletas #jair #bolsonaro #jair #bolsonaro",https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/650955d4fe544f57bceeb9d843bd962b~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=oqJ27Ds%2Biz1R566gcHmQn3HPMy4%3D,https://v16-webapp.tiktok.com/e5f50df674fa08c935fd780b54621036/63399ee5/video/tos/useast2a/tos-useast2a-ve-0068c001/d530e80641f049b98c7671c050f3d090/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C0%7C0&br=242&bt=121&cs=0&ds=1&ft=gKSYZ8b6o0PD1exZVyg9wHi275LiaQ2D~IT&mime_type=video_mp4&qs=0&rc=NDY6NTRnNTRnODZnN2czZkBpM3FrZjY6ZnNzZTMzNzczM0A0NTUzYi0tNmMxLTBjMDM2YSMwM2lecjRnYXNgLS1kMTZzcw%3D%3D&l=2022100208232201022310314302831F07&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7133586235938934022,7133586235938934022,11.89,Muito curto,Ethos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Nenhum,Texto + Hashtag
209,2022-10-02,lulaoficial,2022-08-19 00:00:00,sexta-feira,740700,62700,2721,7344,Foi emocionante! Obrigado BH ❤️🇧🇷 #brasildaesperança #Lula #vamosjuntospelobrasil,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/82f3fa00c2354b78a524c818bbb75d45_1660922079~tplv-dmt-logom:tos-useast2a-v-0068/c6c8583c30c140f5b6f82d5e004f710c.image?x-expires=1664719200&x-signature=AZS5xcAV3iMtG4t9uHNw%2B1%2FKelg%3D,https://v16-webapp.tiktok.com/32e65417eb0a4aa93136dd3c838bf6c6/6339a696/video/tos/useast2a/tos-useast2a-ve-0068c001/2c183d1b857d4280b507dd73da8276ad/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=4276&bt=2138&cs=0&ds=3&ft=gKSYZ8b6o0PD11GMVyg9wtX2O5LiaQ2D~Z4&mime_type=video_mp4&qs=0&rc=NGQ0ZzRnZGhpaDM5ZDc8OEBpM3k0ajM6Zml0ZTMzNzczM0A0LzUwMV4wX2AxYV82Y14uYSNpbGprcjRnZXNgLS1kMTZzcw%3D%3D&l=2022100208553001021709522307877A67&btag=80000,https://www.tiktok.com/@lulaoficial/video/7133605923712437509,7133605923712437509,52.5,Curto,Pathos,Commitment,Campaign Act,Acclamation,Positive,Self + voters,Texto + Hashtag
210,2022-10-02,lulaoficial,2022-08-19 00:00:00,sexta-feira,146800,7890,174,99,Alô alô São Paulo! A gente se encontra no 20 de Agosto no Anhangabaú 🇧🇷❤️ #brasildaesperança #vamosjuntospeloBrasil #equipelula,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/de2c1607f35646f3b842742ebbbf2dc7_1660924070~tplv-dmt-logom:tos-useast2a-v-0068/568f3e4d2aef4c03a80a5ecd86f9695a.image?x-expires=1664719200&x-signature=Ay2%2B96yMqEqpn1GkMAbw5Uexa7w%3D,https://v16-webapp.tiktok.com/257cbc789418cc8d4efbdcdfb878afa7/6339a667/video/tos/useast2a/tos-useast2a-pve-0068/f248cfe1a16943edb5be918bfd4f5913/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2854&bt=1427&cs=0&ds=2&ft=gKSYZ8b6o0PD1YeMVyg9wHi2O5LiaQ2D~58&mime_type=video_mp4&qs=0&rc=OGVmOTYzNGhpZDk7OGc4O0BpanQ3bTg6Zjp1ZTMzNzczM0BhM2IuMmJiNTIxLWE1YTQ2YSNeZTBmcjRnLnNgLS1kMTZzcw%3D%3D&l=2022100208552701021709522307877926&btag=80000,https://www.tiktok.com/@lulaoficial/video/7133614538678734085,7133614538678734085,8.66,Muito curto,Nenhum,Call to Action,Campaign Act,Acclamation,Positive,Voters,Texto + Hashtag
